timestamp,value
2025-03-22T01:14:42Z,1.000000
2025-03-22T01:14:42Z,1.000000
2025-03-22T01:14:42Z,1.000000
2025-03-22T01:14:42Z,1.000000
2025-03-22T01:14:42Z,0.000000
2025-03-22T01:14:42Z,0.000000
2025-03-22T01:14:42Z,0.000000
2025-03-22T01:14:42Z,0.000000
2025-03-22T01:14:42Z,1.000000
2025-03-22T01:14:42Z,1.000000
2025-03-22T01:14:42Z,1.000000
2025-03-22T01:14:42Z,1.000000
2025-03-22T01:14:42Z,0.000000
2025-03-22T01:14:42Z,0.000000
2025-03-22T01:14:42Z,0.000000
2025-03-22T01:14:42Z,0.000000
2025-03-22T01:14:42Z,1.000000
2025-03-22T01:14:42Z,1.000000
2025-03-22T01:14:42Z,1.000000
2025-03-22T01:14:42Z,1.000000
2025-03-22T01:14:42Z,0.000000
2025-03-22T01:14:42Z,0.000000
2025-03-22T01:14:42Z,0.000000
2025-03-22T01:14:42Z,0.000000
2025-03-22T01:14:43Z,1.000000
2025-03-22T01:14:43Z,1.000000
2025-03-22T01:14:43Z,0.000000
2025-03-22T01:14:43Z,0.000000
2025-03-22T01:14:43Z,1.000000
2025-03-22T01:14:43Z,1.000000
2025-03-22T01:14:43Z,0.000000
2025-03-22T01:14:43Z,0.000000
2025-03-22T01:14:43Z,1.000000
2025-03-22T01:14:43Z,1.000000
2025-03-22T01:14:43Z,0.000000
2025-03-22T01:14:43Z,0.000000
2025-03-22T01:20:20Z,1.000000
2025-03-22T01:20:20Z,1.000000
2025-03-22T01:20:20Z,0.000000
2025-03-22T01:20:20Z,0.000000
