timestamp,value
2025-03-22T00:15:02Z,0.192861
2025-03-22T00:15:02Z,0.192861
2025-03-22T00:15:02Z,0.192861
2025-03-22T00:15:02Z,0.192861
2025-03-22T00:15:02Z,0.192145
2025-03-22T00:15:02Z,0.192145
2025-03-22T00:15:02Z,0.192145
2025-03-22T00:15:02Z,0.192145
2025-03-22T00:15:02Z,0.190720
2025-03-22T00:15:02Z,0.190720
2025-03-22T00:15:02Z,0.190720
2025-03-22T00:15:02Z,0.190720
2025-03-22T00:15:02Z,0.188884
2025-03-22T00:15:02Z,0.188884
2025-03-22T00:15:02Z,0.188884
2025-03-22T00:15:02Z,0.188884
2025-03-22T00:15:02Z,0.185414
2025-03-22T00:15:02Z,0.185414
2025-03-22T00:15:02Z,0.185414
2025-03-22T00:15:02Z,0.185414
2025-03-22T00:15:02Z,0.182684
2025-03-22T00:15:02Z,0.182684
2025-03-22T00:15:02Z,0.182684
2025-03-22T00:15:02Z,0.182684
2025-03-22T00:15:02Z,0.179447
2025-03-22T00:15:02Z,0.179447
2025-03-22T00:15:02Z,0.179447
2025-03-22T00:15:02Z,0.179447
2025-03-22T00:15:02Z,0.173499
2025-03-22T00:15:02Z,0.173499
2025-03-22T00:15:02Z,0.173499
2025-03-22T00:15:02Z,0.173499
2025-03-22T00:15:02Z,0.167773
2025-03-22T00:15:02Z,0.167773
2025-03-22T00:15:02Z,0.167773
2025-03-22T00:15:02Z,0.167773
2025-03-22T00:15:02Z,0.160614
2025-03-22T00:15:02Z,0.160614
2025-03-22T00:15:02Z,0.160614
2025-03-22T00:15:02Z,0.160614
2025-03-22T00:15:02Z,0.159452
2025-03-22T00:15:02Z,0.159452
2025-03-22T00:15:02Z,0.159452
2025-03-22T00:15:02Z,0.159452
2025-03-22T00:15:02Z,0.157730
2025-03-22T00:15:02Z,0.157730
2025-03-22T00:15:02Z,0.157730
2025-03-22T00:15:02Z,0.157730
2025-03-22T00:15:02Z,0.156595
2025-03-22T00:15:02Z,0.156595
2025-03-22T00:15:02Z,0.156595
2025-03-22T00:15:02Z,0.156595
2025-03-22T00:15:02Z,0.154357
2025-03-22T00:15:02Z,0.154357
2025-03-22T00:15:02Z,0.154357
2025-03-22T00:15:02Z,0.154357
2025-03-22T00:15:02Z,0.152485
2025-03-22T00:15:02Z,0.152485
2025-03-22T00:15:02Z,0.152485
2025-03-22T00:15:02Z,0.152485
2025-03-22T00:15:02Z,0.150999
2025-03-22T00:15:02Z,0.150999
2025-03-22T00:15:02Z,0.150999
2025-03-22T00:15:02Z,0.150999
2025-03-22T00:15:03Z,0.192861
2025-03-22T00:15:03Z,0.192861
2025-03-22T00:15:03Z,0.192861
2025-03-22T00:15:03Z,0.192861
2025-03-22T00:15:03Z,0.192861
2025-03-22T00:15:03Z,0.192861
2025-03-22T00:15:03Z,0.192861
2025-03-22T00:15:03Z,0.192861
2025-03-22T00:15:03Z,0.192861
2025-03-22T00:15:03Z,0.192861
2025-03-22T00:15:03Z,0.192861
2025-03-22T00:15:03Z,0.192861
2025-03-22T00:15:03Z,0.192145
2025-03-22T00:15:03Z,0.192145
2025-03-22T00:15:03Z,0.192145
2025-03-22T00:15:03Z,0.192145
2025-03-22T00:15:03Z,0.192145
2025-03-22T00:15:03Z,0.192145
2025-03-22T00:15:03Z,0.192145
2025-03-22T00:15:03Z,0.192145
2025-03-22T00:15:03Z,0.192145
2025-03-22T00:15:03Z,0.192145
2025-03-22T00:15:03Z,0.192145
2025-03-22T00:15:03Z,0.192145
2025-03-22T00:15:03Z,0.190720
2025-03-22T00:15:03Z,0.190720
2025-03-22T00:15:03Z,0.190720
2025-03-22T00:15:03Z,0.190720
2025-03-22T00:15:03Z,0.190720
2025-03-22T00:15:03Z,0.190720
2025-03-22T00:15:03Z,0.190720
2025-03-22T00:15:03Z,0.190720
2025-03-22T00:15:03Z,0.190720
