timestamp,value
2025-03-22T01:13:30Z,0.757803
2025-03-22T01:13:30Z,0.757803
2025-03-22T01:13:30Z,0.757803
2025-03-22T01:13:30Z,0.757803
2025-03-22T01:13:30Z,0.757803
2025-03-22T01:13:30Z,0.757803
2025-03-22T01:13:30Z,0.757803
2025-03-22T01:13:30Z,0.757803
2025-03-22T01:13:30Z,0.757803
2025-03-22T01:13:30Z,0.757803
2025-03-22T01:13:30Z,0.757803
2025-03-22T01:13:30Z,0.757803
2025-03-22T01:13:30Z,0.757803
2025-03-22T01:13:30Z,0.757803
2025-03-22T01:13:30Z,0.757803
2025-03-22T01:13:30Z,0.755036
2025-03-22T01:13:30Z,0.755036
2025-03-22T01:13:30Z,0.755036
2025-03-22T01:13:30Z,0.755036
2025-03-22T01:13:30Z,0.755036
2025-03-22T01:13:30Z,0.755036
2025-03-22T01:13:30Z,0.755036
2025-03-22T01:13:30Z,0.755036
2025-03-22T01:13:30Z,0.755036
2025-03-22T01:13:30Z,0.755036
2025-03-22T01:13:30Z,0.755036
2025-03-22T01:13:30Z,0.755036
2025-03-22T01:13:30Z,0.755036
2025-03-22T01:13:30Z,0.755036
2025-03-22T01:13:30Z,0.755036
2025-03-22T01:13:30Z,0.740638
2025-03-22T01:13:30Z,0.740638
2025-03-22T01:13:30Z,0.740638
2025-03-22T01:13:30Z,0.740638
2025-03-22T01:13:30Z,0.740638
2025-03-22T01:13:30Z,0.740638
2025-03-22T01:13:30Z,0.740638
2025-03-22T01:13:30Z,0.740638
2025-03-22T01:13:30Z,0.740638
2025-03-22T01:13:30Z,0.740638
2025-03-22T01:13:30Z,0.740638
2025-03-22T01:13:30Z,0.740638
2025-03-22T01:13:30Z,0.740638
2025-03-22T01:13:30Z,0.740638
2025-03-22T01:13:30Z,0.740638
2025-03-22T01:13:30Z,0.720216
2025-03-22T01:13:30Z,0.720216
2025-03-22T01:13:30Z,0.720216
2025-03-22T01:13:30Z,0.720216
2025-03-22T01:13:30Z,0.720216
2025-03-22T01:13:30Z,0.720216
2025-03-22T01:13:30Z,0.720216
2025-03-22T01:13:30Z,0.720216
2025-03-22T01:13:30Z,0.720216
2025-03-22T01:13:30Z,0.720216
2025-03-22T01:13:30Z,0.720216
2025-03-22T01:13:30Z,0.720216
2025-03-22T01:13:30Z,0.720216
2025-03-22T01:13:30Z,0.720216
2025-03-22T01:13:30Z,0.720216
2025-03-22T01:13:30Z,0.714926
2025-03-22T01:13:30Z,0.714926
2025-03-22T01:13:30Z,0.714926
2025-03-22T01:13:30Z,0.714926
2025-03-22T01:13:30Z,0.714926
